road_id,location,vehicle_count,avg_speed,date_time,zone_name
R003,Secunderabad,1390,32,2026-05-02 11:00,North Hyderabad
R001,Madhapur,1559,34,2026-05-02 12:00,West Hyderabad
R002,Banjara Hills,1081,20,2026-05-02 12:00,Central City
R003,Secunderabad,1970,31,2026-05-02 12:00,North Hyderabad
R001,Madhapur,1739,40,2026-05-02 13:00,West Hyderabad
R002,Banjara Hills,1510,33,2026-05-02 13:00,Central City
R003,Secunderabad,1258,26,2026-05-02 13:00,North Hyderabad
R001,Madhapur,1036,26,2026-05-02 14:00,West Hyderabad
R002,Banjara Hills,1450,31,2026-05-02 14:00,Central City
R003,Secunderabad,1157,39,2026-05-02 14:00,North Hyderabad
R001,Madhapur,1397,38,2026-05-02 15:00,West Hyderabad
R002,Banjara Hills,1377,39,2026-05-02 15:00,Central City
R003,Secunderabad,1641,36,2026-05-02 15:00,North Hyderabad
R001,Madhapur,1981,40,2026-05-02 16:00,West Hyderabad
R002,Banjara Hills,1131,26,2026-05-02 16:00,Central City
R003,Secunderabad,1204,36,2026-05-02 16:00,North Hyderabad
R001,Madhapur,1027,32,2026-05-02 17:00,West Hyderabad
R002,Banjara Hills,1920,23,2026-05-02 17:00,Central City
R003,Secunderabad,1467,27,2026-05-02 17:00,North Hyderabad
R001,Madhapur,1648,30,2026-05-02 18:00,West Hyderabad
R002,Banjara Hills,1244,28,2026-05-02 18:00,Central City
R003,Secunderabad,1625,39,2026-05-02 18:00,North Hyderabad
R001,Madhapur,1360,23,2026-05-02 19:00,West Hyderabad
R002,Banjara Hills,1358,28,2026-05-02 19:00,Central City
R003,Secunderabad,1920,34,2026-05-02 19:00,North Hyderabad
R001,Madhapur,979,35,2026-05-02 20:00,West Hyderabad
R002,Banjara Hills,1249,36,2026-05-02 20:00,Central City
R003,Secunderabad,918,36,2026-05-02 20:00,North Hyderabad
R001,Madhapur,1152,31,2026-05-02 21:00,West Hyderabad
R002,Banjara Hills,1752,24,2026-05-02 21:00,Central City
R003,Secunderabad,843,26,2026-05-02 21:00,North Hyderabad
R001,Madhapur,1540,28,2026-05-02 22:00,West Hyderabad
R002,Banjara Hills,977,33,2026-05-02 22:00,Central City
R003,Secunderabad,1163,21,2026-05-02 22:00,North Hyderabad
R001,Madhapur,1981,23,2026-05-02 23:00,West Hyderabad
R002,Banjara Hills,1182,36,2026-05-02 23:00,Central City
R003,Secunderabad,1632,35,2026-05-02 23:00,North Hyderabad
R001,Madhapur,960,26,2026-05-03 00:00,West Hyderabad
R002,Banjara Hills,1921,27,2026-05-03 00:00,Central City
R003,Secunderabad,1118,36,2026-05-03 00:00,North Hyderabad
R001,Madhapur,1003,27,2026-05-03 01:00,West Hyderabad
R002,Banjara Hills,889,39,2026-05-03 01:00,Central City
R003,Secunderabad,1058,29,2026-05-03 01:00,North Hyderabad
R001,Madhapur,1299,37,2026-05-03 02:00,West Hyderabad
R002,Banjara Hills,1365,25,2026-05-03 02:00,Central City
R003,Secunderabad,1774,38,2026-05-03 02:00,North Hyderabad
R001,Madhapur,1099,29,2026-05-03 03:00,West Hyderabad
R002,Banjara Hills,1384,21,2026-05-03 03:00,Central City
R003,Secunderabad,1195,31,2026-05-03 03:00,North Hyderabad
R001,Madhapur,1382,25,2026-05-03 04:00,West Hyderabad
R002,Banjara Hills,981,37,2026-05-03 04:00,Central City
R003,Secunderabad,1649,26,2026-05-03 04:00,North Hyderabad
R001,Madhapur,1679,30,2026-05-03 05:00,West Hyderabad
R002,Banjara Hills,1402,30,2026-05-03 05:00,Central City
R003,Secunderabad,1700,20,2026-05-03 05:00,North Hyderabad
R001,Madhapur,1367,21,2026-05-03 06:00,West Hyderabad
R002,Banjara Hills,1258,30,2026-05-03 06:00,Central City
R003,Secunderabad,1555,20,2026-05-03 06:00,North Hyderabad
R001,Madhapur,969,26,2026-05-03 07:00,West Hyderabad
R002,Banjara Hills,978,36,2026-05-03 07:00,Central City
R003,Secunderabad,1469,32,2026-05-03 07:00,North Hyderabad
R001,Madhapur,941,40,2026-05-03 08:00,West Hyderabad
R002,Banjara Hills,845,37,2026-05-03 08:00,Central City
R003,Secunderabad,1155,39,2026-05-03 08:00,North Hyderabad
R001,Madhapur,1841,39,2026-05-03 09:00,West Hyderabad
R002,Banjara Hills,904,39,2026-05-03 09:00,Central City
R003,Secunderabad,1323,27,2026-05-03 09:00,North Hyderabad
R001,Madhapur,995,27,2026-05-03 10:00,West Hyderabad
R002,Banjara Hills,1689,36,2026-05-03 10:00,Central City
R003,Secunderabad,1643,35,2026-05-03 10:00,North Hyderabad
R001,Madhapur,1449,39,2026-05-03 11:00,West Hyderabad
R002,Banjara Hills,1835,34,2026-05-03 11:00,Central City
R003,Secunderabad,1609,33,2026-05-03 11:00,North Hyderabad
R001,Madhapur,1712,32,2026-05-03 12:00,West Hyderabad
R002,Banjara Hills,880,28,2026-05-03 12:00,Central City
R003,Secunderabad,1352,32,2026-05-03 12:00,North Hyderabad
R001,Madhapur,899,20,2026-05-03 13:00,West Hyderabad
R002,Banjara Hills,1280,20,2026-05-03 13:00,Central City
R003,Secunderabad,1122,22,2026-05-03 13:00,North Hyderabad
R001,Madhapur,845,27,2026-05-03 14:00,West Hyderabad
R002,Banjara Hills,1632,31,2026-05-03 14:00,Central City
R003,Secunderabad,1143,35,2026-05-03 14:00,North Hyderabad
R001,Madhapur,913,38,2026-05-03 15:00,West Hyderabad
R002,Banjara Hills,1862,25,2026-05-03 15:00,Central City
R003,Secunderabad,1986,38,2026-05-03 15:00,North Hyderabad
R001,Madhapur,1463,25,2026-05-03 16:00,West Hyderabad
R002,Banjara Hills,1860,20,2026-05-03 16:00,Central City
R003,Secunderabad,994,20,2026-05-03 16:00,North Hyderabad
R001,Madhapur,869,25,2026-05-03 17:00,West Hyderabad
R002,Banjara Hills,1164,27,2026-05-03 17:00,Central City
R003,Secunderabad,1772,39,2026-05-03 17:00,North Hyderabad
R001,Madhapur,1614,39,2026-05-03 18:00,West Hyderabad
R002,Banjara Hills,858,20,2026-05-03 18:00,Central City
R003,Secunderabad,1647,36,2026-05-03 18:00,North Hyderabad
R001,Madhapur,990,39,2026-05-03 19:00,West Hyderabad
R002,Banjara Hills,1328,20,2026-05-03 19:00,Central City
R003,Secunderabad,1074,25,2026-05-03 19:00,North Hyderabad
R001,Madhapur,1580,32,2026-05-03 20:00,West Hyderabad
R002,Banjara Hills,1898,24,2026-05-03 20:00,Central City
R003,Secunderabad,1275,21,2026-05-03 20:00,North Hyderabad
R001,Madhapur,1493,24,2026-05-03 21:00,West Hyderabad
R002,Banjara Hills,1583,30,2026-05-03 21:00,Central City
R003,Secunderabad,987,40,2026-05-03 21:00,North Hyderabad
R001,Madhapur,1194,26,2026-05-03 22:00,West Hyderabad
R002,Banjara Hills,1081,22,2026-05-03 22:00,Central City
R003,Secunderabad,1576,31,2026-05-03 22:00,North Hyderabad
R001,Madhapur,1130,34,2026-05-03 23:00,West Hyderabad
R002,Banjara Hills,846,34,2026-05-03 23:00,Central City
R003,Secunderabad,945,33,2026-05-03 23:00,North Hyderabad
R001,Madhapur,1840,38,2026-05-04 00:00,West Hyderabad
R002,Banjara Hills,1649,29,2026-05-04 00:00,Central City
R003,Secunderabad,1870,21,2026-05-04 00:00,North Hyderabad
R001,Madhapur,1853,24,2026-05-04 01:00,West Hyderabad
R002,Banjara Hills,1610,30,2026-05-04 01:00,Central City
R003,Secunderabad,1086,26,2026-05-04 01:00,North Hyderabad
R001,Madhapur,1419,40,2026-05-04 02:00,West Hyderabad
R002,Banjara Hills,842,24,2026-05-04 02:00,Central City
R003,Secunderabad,1487,25,2026-05-04 02:00,North Hyderabad
R001,Madhapur,1049,25,2026-05-04 03:00,West Hyderabad
R002,Banjara Hills,1925,35,2026-05-04 03:00,Central City
R003,Secunderabad,1232,24,2026-05-04 03:00,North Hyderabad
R001,Madhapur,1136,38,2026-05-04 04:00,West Hyderabad
R002,Banjara Hills,1579,33,2026-05-04 04:00,Central City
R003,Secunderabad,1127,33,2026-05-04 04:00,North Hyderabad
R001,Madhapur,1429,34,2026-05-04 05:00,West Hyderabad
R002,Banjara Hills,1301,21,2026-05-04 05:00,Central City
R003,Secunderabad,839,35,2026-05-04 05:00,North Hyderabad
R001,Madhapur,1073,23,2026-05-04 06:00,West Hyderabad
R002,Banjara Hills,983,34,2026-05-04 06:00,Central City
R003,Secunderabad,1829,38,2026-05-04 06:00,North Hyderabad
R001,Madhapur,960,26,2026-05-04 07:00,West Hyderabad
R002,Banjara Hills,1364,25,2026-05-04 07:00,Central City
R003,Secunderabad,1061,36,2026-05-04 07:00,North Hyderabad
R001,Madhapur,827,40,2026-05-04 08:00,West Hyderabad
R002,Banjara Hills,1882,29,2026-05-04 08:00,Central City
R003,Secunderabad,809,39,2026-05-04 08:00,North Hyderabad
R001,Madhapur,1635,21,2026-05-04 09:00,West Hyderabad
R002,Banjara Hills,1242,40,2026-05-04 09:00,Central City
R003,Secunderabad,1564,37,2026-05-04 09:00,North Hyderabad
R001,Madhapur,1899,25,2026-05-04 10:00,West Hyderabad
R002,Banjara Hills,827,33,2026-05-04 10:00,Central City
R003,Secunderabad,1604,21,2026-05-04 10:00,North Hyderabad
R001,Madhapur,1205,37,2026-05-04 11:00,West Hyderabad
R002,Banjara Hills,1877,33,2026-05-04 11:00,Central City
R003,Secunderabad,971,32,2026-05-04 11:00,North Hyderabad
R001,Madhapur,1336,24,2026-05-04 12:00,West Hyderabad
R002,Banjara Hills,1895,32,2026-05-04 12:00,Central City
R003,Secunderabad,895,31,2026-05-04 12:00,North Hyderabad
R001,Madhapur,1063,32,2026-05-04 13:00,West Hyderabad
R002,Banjara Hills,957,34,2026-05-04 13:00,Central City
R003,Secunderabad,1595,25,2026-05-04 13:00,North Hyderabad
R001,Madhapur,835,34,2026-05-04 14:00,West Hyderabad
R002,Banjara Hills,1937,34,2026-05-04 14:00,Central City
R003,Secunderabad,1226,25,2026-05-04 14:00,North Hyderabad
R001,Madhapur,994,22,2026-05-04 15:00,West Hyderabad
R002,Banjara Hills,1536,24,2026-05-04 15:00,Central City
R003,Secunderabad,803,24,2026-05-04 15:00,North Hyderabad
R001,Madhapur,1157,33,2026-05-04 16:00,West Hyderabad
R002,Banjara Hills,1278,32,2026-05-04 16:00,Central City
R003,Secunderabad,1551,20,2026-05-04 16:00,North Hyderabad
R001,Madhapur,1746,26,2026-05-04 17:00,West Hyderabad
R002,Banjara Hills,1903,27,2026-05-04 17:00,Central City
R003,Secunderabad,1473,38,2026-05-04 17:00,North Hyderabad
R001,Madhapur,1570,37,2026-05-04 18:00,West Hyderabad
R002,Banjara Hills,1795,23,2026-05-04 18:00,Central City
R003,Secunderabad,1853,31,2026-05-04 18:00,North Hyderabad
R001,Madhapur,1152,28,2026-05-04 19:00,West Hyderabad
R002,Banjara Hills,850,32,2026-05-04 19:00,Central City
R003,Secunderabad,1520,40,2026-05-04 19:00,North Hyderabad
R001,Madhapur,1773,27,2026-05-04 20:00,West Hyderabad
R002,Banjara Hills,1692,36,2026-05-04 20:00,Central City
R003,Secunderabad,1637,39,2026-05-04 20:00,North Hyderabad
R001,Madhapur,1528,35,2026-05-04 21:00,West Hyderabad
R002,Banjara Hills,820,22,2026-05-04 21:00,Central City
R003,Secunderabad,1684,26,2026-05-04 21:00,North Hyderabad
R001,Madhapur,1427,24,2026-05-04 22:00,West Hyderabad
R002,Banjara Hills,1800,22,2026-05-04 22:00,Central City
R003,Secunderabad,1624,26,2026-05-04 22:00,North Hyderabad
R001,Madhapur,1544,31,2026-05-04 23:00,West Hyderabad
R002,Banjara Hills,1986,32,2026-05-04 23:00,Central City
R003,Secunderabad,1933,38,2026-05-04 23:00,North Hyderabad
R001,Madhapur,814,21,2026-05-05 00:00,West Hyderabad
R002,Banjara Hills,1653,22,2026-05-05 00:00,Central City
R003,Secunderabad,1801,34,2026-05-05 00:00,North Hyderabad
R001,Madhapur,1886,27,2026-05-05 01:00,West Hyderabad
R002,Banjara Hills,1253,38,2026-05-05 01:00,Central City
R003,Secunderabad,1413,40,2026-05-05 01:00,North Hyderabad
R001,Madhapur,969,40,2026-05-05 02:00,West Hyderabad
R002,Banjara Hills,833,27,2026-05-05 02:00,Central City
R003,Secunderabad,1182,29,2026-05-05 02:00,North Hyderabad
R001,Madhapur,1997,38,2026-05-05 03:00,West Hyderabad
R002,Banjara Hills,1257,39,2026-05-05 03:00,Central City
R003,Secunderabad,978,39,2026-05-05 03:00,North Hyderabad
R001,Madhapur,828,34,2026-05-05 04:00,West Hyderabad
R002,Banjara Hills,1226,23,2026-05-05 04:00,Central City
R003,Secunderabad,1622,29,2026-05-05 04:00,North Hyderabad
R001,Madhapur,1374,30,2026-05-05 05:00,West Hyderabad
R002,Banjara Hills,1196,37,2026-05-05 05:00,Central City
R003,Secunderabad,1225,21,2026-05-05 05:00,North Hyderabad
R001,Madhapur,1451,24,2026-05-05 06:00,West Hyderabad
R002,Banjara Hills,1223,35,2026-05-05 06:00,Central City
R003,Secunderabad,1390,38,2026-05-05 06:00,North Hyderabad
R001,Madhapur,1166,25,2026-05-05 07:00,West Hyderabad
R002,Banjara Hills,1151,38,2026-05-05 07:00,Central City
R003,Secunderabad,1981,28,2026-05-05 07:00,North Hyderabad
R001,Madhapur,1824,25,2026-05-05 08:00,West Hyderabad
R002,Banjara Hills,1821,26,2026-05-05 08:00,Central City
R003,Secunderabad,818,38,2026-05-05 08:00,North Hyderabad
R001,Madhapur,902,27,2026-05-05 09:00,West Hyderabad
R002,Banjara Hills,1352,29,2026-05-05 09:00,Central City
R003,Secunderabad,830,26,2026-05-05 09:00,North Hyderabad
R001,Madhapur,1651,40,2026-05-05 10:00,West Hyderabad
R002,Banjara Hills,1638,38,2026-05-05 10:00,Central City
R003,Secunderabad,1244,25,2026-05-05 10:00,North Hyderabad
R001,Madhapur,1310,37,2026-05-05 11:00,West Hyderabad
R002,Banjara Hills,1213,23,2026-05-05 11:00,Central City
R003,Secunderabad,1212,21,2026-05-05 11:00,North Hyderabad
R001,Madhapur,1035,36,2026-05-05 12:00,West Hyderabad
R002,Banjara Hills,1778,28,2026-05-05 12:00,Central City
R003,Secunderabad,911,24,2026-05-05 12:00,North Hyderabad
R001,Madhapur,837,20,2026-05-05 13:00,West Hyderabad
R002,Banjara Hills,1008,36,2026-05-05 13:00,Central City
R003,Secunderabad,1758,32,2026-05-05 13:00,North Hyderabad
R001,Madhapur,917,23,2026-05-05 14:00,West Hyderabad
R002,Banjara Hills,1996,20,2026-05-05 14:00,Central City
R003,Secunderabad,1499,24,2026-05-05 14:00,North Hyderabad
R001,Madhapur,1922,32,2026-05-05 15:00,West Hyderabad
R002,Banjara Hills,1326,39,2026-05-05 15:00,Central City
R003,Secunderabad,1227,26,2026-05-05 15:00,North Hyderabad
R001,Madhapur,1757,33,2026-05-05 16:00,West Hyderabad
R002,Banjara Hills,1696,22,2026-05-05 16:00,Central City
R003,Secunderabad,1324,32,2026-05-05 16:00,North Hyderabad
R001,Madhapur,1284,22,2026-05-05 17:00,West Hyderabad
R002,Banjara Hills,1709,36,2026-05-05 17:00,Central City
R003,Secunderabad,1213,21,2026-05-05 17:00,North Hyderabad
R001,Madhapur,1633,31,2026-05-05 18:00,West Hyderabad
R002,Banjara Hills,1396,38,2026-05-05 18:00,Central City
R003,Secunderabad,1661,40,2026-05-05 18:00,North Hyderabad
R001,Madhapur,1109,26,2026-05-05 19:00,West Hyderabad
R002,Banjara Hills,1292,31,2026-05-05 19:00,Central City
R003,Secunderabad,1091,22,2026-05-05 19:00,North Hyderabad
R001,Madhapur,1600,33,2026-05-05 20:00,West Hyderabad
R002,Banjara Hills,1010,33,2026-05-05 20:00,Central City
R003,Secunderabad,1926,33,2026-05-05 20:00,North Hyderabad
R001,Madhapur,1561,30,2026-05-05 21:00,West Hyderabad
R002,Banjara Hills,1659,20,2026-05-05 21:00,Central City
R003,Secunderabad,1702,35,2026-05-05 21:00,North Hyderabad
R001,Madhapur,1787,22,2026-05-05 22:00,West Hyderabad
R002,Banjara Hills,1982,25,2026-05-05 22:00,Central City
R003,Secunderabad,1398,39,2026-05-05 22:00,North Hyderabad
R001,Madhapur,807,36,2026-05-05 23:00,West Hyderabad
R002,Banjara Hills,1106,34,2026-05-05 23:00,Central City
R003,Secunderabad,1590,24,2026-05-05 23:00,North Hyderabad
R001,Madhapur,1704,21,2026-05-06 00:00,West Hyderabad
R002,Banjara Hills,1780,26,2026-05-06 00:00,Central City
R003,Secunderabad,1991,35,2026-05-06 00:00,North Hyderabad
R001,Madhapur,1696,33,2026-05-06 01:00,West Hyderabad
R002,Banjara Hills,1964,21,2026-05-06 01:00,Central City
R003,Secunderabad,1599,24,2026-05-06 01:00,North Hyderabad
R001,Madhapur,871,29,2026-05-06 02:00,West Hyderabad
R002,Banjara Hills,1180,38,2026-05-06 02:00,Central City
R003,Secunderabad,1432,27,2026-05-06 02:00,North Hyderabad
R001,Madhapur,1613,30,2026-05-06 03:00,West Hyderabad
R002,Banjara Hills,858,22,2026-05-06 03:00,Central City
R003,Secunderabad,1999,34,2026-05-06 03:00,North Hyderabad
R001,Madhapur,1279,29,2026-05-06 04:00,West Hyderabad
R002,Banjara Hills,850,34,2026-05-06 04:00,Central City
R003,Secunderabad,1056,29,2026-05-06 04:00,North Hyderabad
R001,Madhapur,1053,20,2026-05-06 05:00,West Hyderabad
R002,Banjara Hills,1402,24,2026-05-06 05:00,Central City
R003,Secunderabad,1873,33,2026-05-06 05:00,North Hyderabad
R001,Madhapur,1520,32,2026-05-06 06:00,West Hyderabad
R002,Banjara Hills,868,24,2026-05-06 06:00,Central City
R003,Secunderabad,1318,26,2026-05-06 06:00,North Hyderabad
R001,Madhapur,814,34,2026-05-06 07:00,West Hyderabad
R002,Banjara Hills,1073,32,2026-05-06 07:00,Central City
R003,Secunderabad,1695,23,2026-05-06 07:00,North Hyderabad
R001,Madhapur,982,38,2026-05-06 08:00,West Hyderabad
R002,Banjara Hills,1292,33,2026-05-06 08:00,Central City
R003,Secunderabad,1516,38,2026-05-06 08:00,North Hyderabad
R001,Madhapur,1965,26,2026-05-06 09:00,West Hyderabad
R002,Banjara Hills,1926,38,2026-05-06 09:00,Central City
R003,Secunderabad,1623,26,2026-05-06 09:00,North Hyderabad
R001,Madhapur,1846,36,2026-05-06 10:00,West Hyderabad
R002,Banjara Hills,1788,35,2026-05-06 10:00,Central City
R003,Secunderabad,1197,23,2026-05-06 10:00,North Hyderabad
R001,Madhapur,1756,24,2026-05-06 11:00,West Hyderabad
R002,Banjara Hills,920,32,2026-05-06 11:00,Central City
R003,Secunderabad,1275,33,2026-05-06 11:00,North Hyderabad
R001,Madhapur,1761,31,2026-05-06 12:00,West Hyderabad
R002,Banjara Hills,1305,36,2026-05-06 12:00,Central City
R003,Secunderabad,873,23,2026-05-06 12:00,North Hyderabad
R001,Madhapur,1046,34,2026-05-06 13:00,West Hyderabad
R002,Banjara Hills,1147,23,2026-05-06 13:00,Central City
R003,Secunderabad,801,39,2026-05-06 13:00,North Hyderabad
R001,Madhapur,1002,26,2026-05-06 14:00,West Hyderabad
R002,Banjara Hills,1442,29,2026-05-06 14:00,Central City
R003,Secunderabad,1568,31,2026-05-06 14:00,North Hyderabad
R001,Madhapur,1265,27,2026-05-06 15:00,West Hyderabad
R002,Banjara Hills,1038,33,2026-05-06 15:00,Central City
R003,Secunderabad,1065,39,2026-05-06 15:00,North Hyderabad
R001,Madhapur,1816,26,2026-05-06 16:00,West Hyderabad
R002,Banjara Hills,1447,34,2026-05-06 16:00,Central City
R003,Secunderabad,804,36,2026-05-06 16:00,North Hyderabad
R001,Madhapur,1193,38,2026-05-06 17:00,West Hyderabad
R002,Banjara Hills,848,38,2026-05-06 17:00,Central City
R003,Secunderabad,947,25,2026-05-06 17:00,North Hyderabad
R001,Madhapur,1400,31,2026-05-06 18:00,West Hyderabad
R002,Banjara Hills,1243,24,2026-05-06 18:00,Central City
R003,Secunderabad,1907,30,2026-05-06 18:00,North Hyderabad
R001,Madhapur,1282,21,2026-05-06 19:00,West Hyderabad
R002,Banjara Hills,1559,40,2026-05-06 19:00,Central City
R003,Secunderabad,1825,33,2026-05-06 19:00,North Hyderabad
R001,Madhapur,847,22,2026-05-06 20:00,West Hyderabad
R002,Banjara Hills,1482,29,2026-05-06 20:00,Central City
R003,Secunderabad,1361,32,2026-05-06 20:00,North Hyderabad
R001,Madhapur,892,24,2026-05-06 21:00,West Hyderabad
R002,Banjara Hills,1770,36,2026-05-06 21:00,Central City
R003,Secunderabad,1661,22,2026-05-06 21:00,North Hyderabad
R001,Madhapur,828,31,2026-05-06 22:00,West Hyderabad
R002,Banjara Hills,1533,25,2026-05-06 22:00,Central City
R003,Secunderabad,1813,32,2026-05-06 22:00,North Hyderabad
